id,id_orig,id_target,name_orig,name_target
83,85,21,erysipelotrichia,bacillota
84,125,21,negativicutes,bacillota
85,370,21,tissierellia,bacillota
86,288,22,deinococcota,terrabacteria group
87,65,22,mycoplasmatota,terrabacteria group
88,46,22,actinomycetota,terrabacteria group
89,7,22,bacteria,terrabacteria group
90,21,22,bacillota,terrabacteria group
91,24,23,brucella,ochrobactrum pituitosum
92,25,24,brucella/ochrobactrum group,brucella
93,23,24,ochrobactrum pituitosum,brucella
94,3424,24,brucella ovis,brucella
95,3179,24,brucella ceti,brucella
96,2709,24,ochrobactrum cytisi,brucella
97,2612,24,brucella microti,brucella
98,2443,24,ochrobactrum intermedium,brucella
99,903,24,brucella melitensis,brucella
100,1000,24,brucella abortus,brucella
101,1668,24,ochrobactrum anthropi,brucella
102,977,25,ochrobactrum,brucella/ochrobactrum group
103,26,25,brucellaceae,brucella/ochrobactrum group
104,24,25,brucella,brucella/ochrobactrum group
105,2515,26,pseudochrobactrum,brucellaceae
106,27,26,hyphomicrobiales,brucellaceae
107,25,26,brucella/ochrobactrum group,brucellaceae
108,14,27,alphaproteobacteria,hyphomicrobiales
109,26,27,brucellaceae,hyphomicrobiales
110,2985,27,methylocystaceae,hyphomicrobiales
111,179,27,methylobacteriaceae,hyphomicrobiales
112,336,27,nitrobacteraceae,hyphomicrobiales
113,852,27,stappiaceae,hyphomicrobiales
114,858,27,bartonellaceae,hyphomicrobiales
115,886,27,xanthobacteraceae,hyphomicrobiales
116,1085,27,rhizobiaceae,hyphomicrobiales
117,1135,27,hyphomicrobiaceae,hyphomicrobiales
118,1329,27,phyllobacteriaceae,hyphomicrobiales
119,1835,27,aurantimonadaceae,hyphomicrobiales
120,2481,27,beijerinckiaceae,hyphomicrobiales
121,2508,27,devosiaceae,hyphomicrobiales
122,2597,27,hyphomicrobiales incertae sedis,hyphomicrobiales
123,2659,27,boseaceae,hyphomicrobiales
124,2768,27,reyranellaceae,hyphomicrobiales
125,29,28,klebsiella,klebsiella pneumoniae
126,2219,28,klebsiella ozaenae,klebsiella pneumoniae
127,30,29,klebsiella/raoultella group,klebsiella
128,28,29,klebsiella pneumoniae,klebsiella
129,2657,29,klebsiella sp,klebsiella
130,2308,29,klebsiella michiganensis,klebsiella
131,2057,29,klebsiella quasipneumoniae,klebsiella
132,730,29,klebsiella oxytoca,klebsiella
133,742,29,klebsiella variicola,klebsiella
134,1014,30,raoultella,klebsiella/raoultella group
135,31,30,enterobacteriaceae,klebsiella/raoultella group
136,29,30,klebsiella,klebsiella/raoultella group
137,32,31,enterobacterales,enterobacteriaceae
138,30,31,klebsiella/raoultella group,enterobacteriaceae
139,3196,31,phytobacter,enterobacteriaceae
140,2583,31,pluralibacter,enterobacteriaceae
141,2532,31,buttiauxella,enterobacteriaceae
142,2414,31,yokenella,enterobacteriaceae
143,2412,31,cedecea,enterobacteriaceae
144,2335,31,leclercia,enterobacteriaceae
145,2331,31,enterobacteriaceae incertae sedis,enterobacteriaceae
146,1985,31,lelliottia,enterobacteriaceae
147,1679,31,pseudocitrobacter,enterobacteriaceae
148,1654,31,trabulsiella,enterobacteriaceae
149,1478,31,unclassified enterobacteriaceae,enterobacteriaceae
150,1399,31,kluyvera,enterobacteriaceae
151,1338,31,kosakonia,enterobacteriaceae
152,1158,31,cronobacter,enterobacteriaceae
153,938,31,shigella,enterobacteriaceae
154,47,31,escherichia,enterobacteriaceae
155,143,31,salmonella,enterobacteriaceae
156,177,31,plesiomonas,enterobacteriaceae
157,192,31,citrobacter,enterobacteriaceae
158,214,31,enterobacter,enterobacteriaceae
159,33,32,gammaproteobacteria,enterobacterales
160,31,32,enterobacteriaceae,enterobacterales
161,87,32,morganellaceae,enterobacterales
162,201,32,erwiniaceae,enterobacterales
163,217,32,hafniaceae,enterobacterales
164,239,32,yersiniaceae,enterobacterales
165,813,32,bruguierivoracaceae,enterobacterales
166,1138,32,pectobacteriaceae,enterobacterales
167,15,33,pseudomonadota,gammaproteobacteria
168,954,33,thiotrichales,gammaproteobacteria
169,2514,33,gammaproteobacteria incertae sedis,gammaproteobacteria
170,2312,33,arenicellales,gammaproteobacteria
171,1673,33,nevskiales,gammaproteobacteria
172,1567,33,methylococcales,gammaproteobacteria
173,1482,33,chromatiales,gammaproteobacteria
174,994,33,unclassified gammaproteobacteria,gammaproteobacteria
175,979,33,oceanospirillales,gammaproteobacteria
176,32,33,enterobacterales,gammaproteobacteria
177,102,33,moraxellales,gammaproteobacteria
178,142,33,pseudomonadales,gammaproteobacteria
179,171,33,pasteurellales,gammaproteobacteria
180,198,33,alteromonadales,gammaproteobacteria
181,267,33,xanthomonadales,gammaproteobacteria
182,283,33,legionellales,gammaproteobacteria
183,297,33,vibrionales,gammaproteobacteria
184,348,33,orbales,gammaproteobacteria
185,563,33,cellvibrionales,gammaproteobacteria
186,582,33,cardiobacteriales,gammaproteobacteria
187,873,33,aeromonadales,gammaproteobacteria
188,35,34,streptococcus,streptococcus danieliae
189,36,35,streptococcaceae,streptococcus
190,34,35,streptococcus danieliae,streptococcus
191,3378,35,streptococcus acidominimus,streptococcus
192,3308,35,streptococcus cricetus,streptococcus
193,3283,35,streptococcus urinary,streptococcus
194,2775,35,streptococcus canis,streptococcus
195,2739,35,streptococcus hyointestinalis,streptococcus
196,2628,35,streptococcus pseudopneumoniae,streptococcus
197,2599,35,streptococcus lactarius,streptococcus
198,2474,35,streptococcus parauberis,streptococcus
199,2379,35,streptococcus pluranimalium,streptococcus
200,2353,35,streptococcus caballi,streptococcus
201,2352,35,streptococcus azizii,streptococcus
202,2196,35,streptococcus rattus,streptococcus
203,1868,35,streptococcus pasteurianus,streptococcus
204,1802,35,streptococcus koreensis,streptococcus
205,1786,35,streptococcus infantarius,streptococcus
206,1699,35,streptococcus peroris,streptococcus
207,1639,35,streptococcus downei,streptococcus
208,1436,35,streptococcus suis,streptococcus
209,1298,35,streptococcus luteciae,streptococcus
210,1251,35,streptococcus australis,streptococcus
211,1213,35,streptococcus crista,streptococcus
212,1208,35,streptococcus infantis,streptococcus
213,1195,35,streptococcus vestibularis,streptococcus
214,1100,35,streptococcus sinensis,streptococcus
215,961,35,streptococcus sanguinus,streptococcus
216,907,35,streptococcus parasanguinis,streptococcus
217,871,35,streptococcus lutetiensis,streptococcus
218,834,35,intestinal streptococcus,streptococcus
219,606,35,streptococcus gordonii,streptococcus
220,571,35,streptococcus uberis,streptococcus
221,546,35,streptococcus agalactiae,streptococcus
222,545,35,streptococcus dysgalactiae group,streptococcus
223,258,35,streptococcus mutans,streptococcus
224,259,35,streptococcus sobrinus,streptococcus
225,268,35,streptococcus milleri,streptococcus
226,290,35,streptococcus anginosus group,streptococcus
227,291,35,streptococcus viridans,streptococcus
228,299,35,s salivarius,streptococcus
229,304,35,streptococcus pneumoniae,streptococcus
230,316,35,streptococcus gallolyticus,streptococcus
231,324,35,unclassified streptococcus,streptococcus
232,328,35,streptococcus thermophilus,streptococcus
233,384,35,streptococcus mitis,streptococcus
234,391,35,streptococcus bovis,streptococcus
235,460,35,streptococcus pyogenes,streptococcus
236,462,35,streptococcus oralis,streptococcus
237,37,36,lactobacillales,streptococcaceae
238,35,36,streptococcus,streptococcaceae
239,3125,36,unclassified streptococcaceae,streptococcaceae
240,2891,36,okadaella,streptococcaceae
241,223,36,lactococccus,streptococcaceae
242,38,37,bacilli,lactobacillales
243,36,37,streptococcaceae,lactobacillales
244,51,37,lactobacillaceae,lactobacillales
245,121,37,aerococcaceae,lactobacillales
246,153,37,enterococcaceae,lactobacillales
247,387,37,carnobacteriaceae,lactobacillales
248,21,38,bacillota,bacilli
249,37,38,lactobacillales,bacilli
250,176,38,bacillales,bacilli
251,40,39,erythrobacter/porphyrobacter group,erythrobacter
252,1187,40,porphyrobacter,erythrobacter/porphyrobacter group
253,12,40,erythrobacteraceae,erythrobacter/porphyrobacter group
254,39,40,erythrobacter,erythrobacter/porphyrobacter group
255,42,41,microbacterium,microbacterium dextranolyticum
256,43,42,microbacteriaceae,microbacterium
257,41,42,microbacterium dextranolyticum,microbacterium
258,3416,42,unclassified microbacterium,microbacterium
259,3293,42,microbacterium testaceum,microbacterium
260,2813,42,microbacterium nematophilum,microbacterium
261,2785,42,microbacterium imperiale,microbacterium
262,1167,42,microbacterium foliorum,microbacterium
263,2090,42,microbacterium chocolatum,microbacterium
264,2428,42,microbacterium barkeri,microbacterium
265,2525,42,microbacterium flavescens,microbacterium
266,3052,43,labedella,microbacteriaceae
267,3016,43,mycetocola,microbacteriaceae
268,2820,43,gulosibacter,microbacteriaceae
269,2473,43,salinibacterium,microbacteriaceae
270,2442,43,clavibacter,microbacteriaceae
271,2214,43,microcella,microbacteriaceae
272,2186,43,pseudoclavibacter,microbacteriaceae
273,2081,43,leifsonia,microbacteriaceae
274,1877,43,leucobacter,microbacteriaceae
275,1830,43,curtobacterium,microbacteriaceae
276,1447,43,agrococcus,microbacteriaceae
277,44,43,micrococcales,microbacteriaceae
278,42,43,microbacterium,microbacteriaceae
279,3307,44,ornithinimicrobiaceae,micrococcales
280,3156,44,promicromonosporaceae,micrococcales
281,2014,44,cellulomonadaceae,micrococcales
282,1967,44,intrasporangiaceae,micrococcales
283,1200,44,brevibacteriaceae,micrococcales
284,1090,44,dermabacteraceae,micrococcales
285,1036,44,tropherymataceae,micrococcales
286,866,44,kytococcaceae,micrococcales
287,186,44,micrococcaceae,micrococcales
288,45,44,actinomycetes,micrococcales
289,43,44,microbacteriaceae,micrococcales
290,46,45,actinomycetota,actinomycetes
291,44,45,micrococcales,actinomycetes
292,3349,45,kineosporiales,actinomycetes
293,2143,45,geodermatophilales,actinomycetes
294,1666,45,glycomycetales,actinomycetes
295,1326,45,micromonosporales,actinomycetes
296,898,45,streptosporangiales,actinomycetes
297,808,45,pseudonocardiales,actinomycetes
298,54,45,bifidobacteriales,actinomycetes
299,114,45,mycobacteriales,actinomycetes
300,182,45,actinomycetales,actinomycetes
301,185,45,propionibacteriales,actinomycetes
302,3131,46,acidimicrobiia,actinomycetota
303,3101,46,nitriliruptoria,actinomycetota
304,2098,46,thermoleophilia,actinomycetota
305,1191,46,rubrobacteria,actinomycetota
306,234,46,coriobacteriia,actinomycetota
307,22,46,terrabacteria group,actinomycetota
308,45,46,actinomycetes,actinomycetota
309,31,47,enterobacteriaceae,escherichia
310,90,47,escherichia coli,escherichia
311,3115,47,unclassified escherichia,escherichia
312,2883,47,escherichia marmotae,escherichia
313,2324,47,escherichia faecalis,escherichia
314,1484,47,escherichia fergusonii,escherichia
315,1406,47,escherichia albertii,escherichia
316,51,50,lactobacillaceae,lactobacillus
317,91,50,lactobacillus johnsonii,lactobacillus
318,2954,50,lactobacillus ultunensis,lactobacillus
319,2808,50,bacillus lactis,lactobacillus
320,2342,50,lactobacillus amylolyticus,lactobacillus
321,2281,50,lactobacillus hamsteri,lactobacillus
322,1880,50,intermedius lactobacillus,lactobacillus
323,1715,50,lactobacillus rogosae,lactobacillus
324,1525,50,lactobacillus taiwanensis,lactobacillus
325,1507,50,lactobacillus bombicola,lactobacillus
326,1152,50,lactobacillus gallinarium,lactobacillus
327,1052,50,lactobacillus amylovorus,lactobacillus
328,997,50,lactobacillus intestinalis,lactobacillus
329,683,50,lactobacillus kefiranofaciens m,lactobacillus
330,633,50,lactobacillus equicursoris,lactobacillus
331,522,50,lactobacillus jensenii,lactobacillus
332,458,50,lactobacillus iners,lactobacillus
333,447,50,lactobacillus hominis,lactobacillus
334,437,50,lactobacillus delbrueckii,lactobacillus
335,407,50,unclassified lactobacillus,lactobacillus
336,402,50,lactobacillus gasseri,lactobacillus
337,99,50,lactobacillus crispatus,lactobacillus
338,247,50,lactobacillus acidophilus w37 lactobacillus brevis w63,lactobacillus
339,254,50,lactobacillus helveticus,lactobacillus
340,37,51,lactobacillales,lactobacillaceae
341,50,51,lactobacillus,lactobacillaceae
342,3110,51,agrilactobacillus,lactobacillaceae
343,3079,51,fructilactobacillus,lactobacillaceae
344,2323,51,oenococcus,lactobacillaceae
345,2180,51,schleiferilactobacillus,lactobacillaceae
346,2041,51,apilactobacillus,lactobacillaceae
347,1843,51,dellaglioa,lactobacillaceae
348,1813,51,furfurilactobacillus,lactobacillaceae
349,1811,51,companilactobacillus,lactobacillaceae
350,1691,51,fructobacillus,lactobacillaceae
351,1233,51,liquorilactobacillus,lactobacillaceae
352,1202,51,lentilactobacillus,lactobacillaceae
353,151,51,lacticaseibacillus,lactobacillaceae
354,245,51,ligilactobacillus,lactobacillaceae
355,355,51,weissella,lactobacillaceae
356,404,51,limosilactobacillus,lactobacillaceae
357,450,51,pediococcus,lactobacillaceae
358,464,51,leuconostoc pediococcus,lactobacillaceae
359,493,51,lactiplantibacillus,lactobacillaceae
360,495,51,levilactobacillus,lactobacillaceae
361,762,51,latilactobacillus,lactobacillaceae
362,787,51,loigolactobacillus,lactobacillaceae
363,53,52,bifidobacteriaceae,bifidobacteria
364,149,52,bifidobacterium breve,bifidobacteria
365,3270,52,bifidobacterium gallicum,bifidobacteria
366,3186,52,bifidobacterium asteroides,bifidobacteria
367,3159,52,bifidobacterium choerinum,bifidobacteria
368,2943,52,bifidobacterium subtile 9,bifidobacteria
369,2731,52,bifidobacterium angulatum,bifidobacteria
370,2600,52,bifidobacterium boum,bifidobacteria
371,2282,52,bifidobacterium mongoliense,bifidobacteria
372,2236,52,bifidobacterium merycicum,bifidobacteria
373,2171,52,faecal bifidobacterium,bifidobacteria
374,1662,52,bifidobacterium catenulatum,bifidobacteria
375,1532,52,unclassified bifidobacterium,bifidobacteria
376,741,52,bifidobacterium pseudolongum,bifidobacteria
377,663,52,bifidobacterium dentium,bifidobacteria
378,632,52,bifidobacterium thermophilum,bifidobacteria
379,513,52,bifidobacterium seudocatenulatum,bifidobacteria
380,246,52,bifidobacterium bifidum,bifidobacteria
381,248,52,bifidobacterium longum,bifidobacteria
382,253,52,bifidobacterium adolescentis,bifidobacteria
383,362,52,bifidobacterium lactis,bifidobacteria
384,54,53,bifidobacteriales,bifidobacteriaceae
385,52,53,bifidobacteria,bifidobacteriaceae
386,3083,53,pseudoscardovia,bifidobacteriaceae
387,225,53,gardnerella,bifidobacteriaceae
388,805,53,alloscardovia,bifidobacteriaceae
389,1054,53,parascardovia,bifidobacteriaceae
390,1240,53,scardovia,bifidobacteriaceae
391,45,54,actinomycetes,bifidobacteriales
392,53,54,bifidobacteriaceae,bifidobacteriales
393,56,55,desulfovibrionia,desulfovibrionales
394,60,55,desulfovibrionaceae,desulfovibrionales
395,3000,55,desulfohalobiaceae,desulfovibrionales
396,1371,55,desulfomicrobiaceae,desulfovibrionales
397,57,56,thermodesulfobacteriota,desulfovibrionia
398,55,56,desulfovibrionales,desulfovibrionia
399,2023,57,desulfuromonadia,thermodesulfobacteriota
400,7,57,bacteria,thermodesulfobacteriota
401,56,57,desulfovibrionia,thermodesulfobacteriota
402,235,58,christensenella,christensenellaceae
403,19,59,eubacteriales,ruminococcaceae
404,134,59,faecalibacterium,ruminococcaceae
405,3082,59,fournierella,ruminococcaceae
406,3045,59,saccharofermentans,ruminococcaceae
407,2959,59,harryflintia,ruminococcaceae
408,2892,59,pygmaiobacter,ruminococcaceae
409,2871,59,pseudoclostridium,ruminococcaceae
410,2793,59,fastidiosipila,ruminococcaceae
411,2457,59,angelakisella,ruminococcaceae
412,2305,59,lawsonibacter,ruminococcaceae
413,2000,59,mageeibacillus,ruminococcaceae
414,1994,59,solibaculum,ruminococcaceae
415,1992,59,drancourtella,ruminococcaceae
416,1871,59,thermoclostridium,ruminococcaceae
417,1695,59,ruthenibacterium,ruminococcaceae
418,1513,59,papillibacter,ruminococcaceae
419,1462,59,anaerofilum,ruminococcaceae
420,1419,59,hydrogenoanaerobacterium,ruminococcaceae
421,1073,59,anaerobacterium,ruminococcaceae
422,1046,59,pseudoflavonifractor,ruminococcaceae
423,1017,59,unclassified oscillospiraceae,ruminococcaceae
424,1004,59,oscillospiraceae incertae sedis,ruminococcaceae
425,990,59,dysosmobacter,ruminococcaceae
426,972,59,acetanaerobacterium,ruminococcaceae
427,964,59,anaerotruncus,ruminococcaceae
428,868,59,flavonifractor,ruminococcaceae
429,137,59,ruminococcus,ruminococcaceae
430,257,59,ruminiclostridium,ruminococcaceae
431,596,59,oscillospira,ruminococcaceae
432,686,59,oscillibacter,ruminococcaceae
433,726,59,sporobacter,ruminococcaceae
434,744,59,subdoligranulum,ruminococcaceae
435,748,59,acetivibrio,ruminococcaceae
436,55,60,desulfovibrionales,desulfovibrionaceae
437,337,60,bilophila,desulfovibrionaceae
438,1794,60,lawsonia,desulfovibrionaceae
439,739,60,oleidesulfovibrio,desulfovibrionaceae
440,62,61,acholeplasmataceae,phytoplasma
441,2039,62,acholeplasma,acholeplasmataceae
442,63,62,acholeplasmatales,acholeplasmataceae
443,61,62,phytoplasma,acholeplasmataceae
444,64,63,mollicutes,acholeplasmatales
445,62,63,acholeplasmataceae,acholeplasmatales
446,65,64,mycoplasmatota,mollicutes
447,63,64,acholeplasmatales,mollicutes
448,168,64,anaeroplasmatales,mollicutes
449,578,64,mycoplasmatales,mollicutes
450,1385,64,entomoplasmatales,mollicutes
451,22,65,terrabacteria group,mycoplasmatota
452,64,65,mollicutes,mycoplasmatota
453,488,65,mycoplasmoidales,mycoplasmatota
454,67,66,bacteroidaceae,bacteroides
455,163,66,thetaiotaomicron,bacteroides
456,3362,66,bacteroides zoogleoformans,bacteroides
457,2996,66,bacteroides denticanum,bacteroides
458,2893,66,bacteroides timonensis,bacteroides
459,2695,66,bacteroides cellulosilyticus,bacteroides
460,2316,66,bacteroides helcogenes,bacteroides
461,2160,66,bacteroides luti,bacteroides
462,2011,66,bacteroides stercorirosoris,bacteroides
463,1869,66,bacteroides finegoldii,bacteroides
464,1859,66,prevotella heparinolytica,bacteroides
465,1836,66,bacteroides gallinarum,bacteroides
466,1735,66,bacteroides fluxus,bacteroides
467,1416,66,bacteroides clarus,bacteroides
468,1312,66,bacteroides faecichinchillae,bacteroides
469,1235,66,bacteroides caecimuris,bacteroides
470,1210,66,bacteroides nordii,bacteroides
471,1207,66,bacteroides salyersiae,bacteroides
472,1149,66,unclassified bacteroides,bacteroides
473,1019,66,bacteroides intestinalis,bacteroides
474,1006,66,bacteroides faecis,bacteroides
475,1005,66,bacteroides eggerthii,bacteroides
476,971,66,bacteroides tectus,bacteroides
477,900,66,bacteroides rodentium,bacteroides
478,790,66,bacteroides ovatus,bacteroides
479,789,66,bacteroides uniformis,bacteroides
480,783,66,bacteroides stercoris,bacteroides
481,751,66,bacteroides faecalis,bacteroides
482,164,66,bacteroides caccae,bacteroides
483,309,66,bacteroides xylanisolvens,bacteroides
484,310,66,bacteroides fragilis,bacteroides
485,317,66,bacteroides acidifaciens,bacteroides
486,68,67,bacteroidales,bacteroidaceae
487,66,67,bacteroides,bacteroidaceae
488,2294,67,mediterranea,bacteroidaceae
489,575,67,phocaeicola,bacteroidaceae
490,69,68,bacteroidia,bacteroidales
491,67,68,bacteroidaceae,bacteroidales
492,2178,68,unclassified bacteroidales,bacteroidales
493,2121,68,paludibacteraceae,bacteroidales
494,78,68,prevotellaceae,bacteroidales
495,136,68,rikenellaceae,bacteroidales
496,173,68,odoribacteraceae,bacteroidales
497,256,68,tannerellaceae,bacteroidales
498,272,68,porphyromonadaceae,bacteroidales
499,307,68,muribaculaceae,bacteroidales
500,772,68,barnesiellaceae,bacteroidales
501,1552,68,dysgonomonadaceae,bacteroidales
502,70,69,bacteroidota,bacteroidia
503,68,69,bacteroidales,bacteroidia
504,1272,69,marinilabiliales,bacteroidia
505,69,70,bacteroidia,bacteroidota
506,985,70,chitinophagia,bacteroidota
507,557,70,cytophagia,bacteroidota
508,276,70,flavobacteriia,bacteroidota
509,501,70,sphingobacteriia,bacteroidota
510,19,71,eubacteriales,clostridiaceae
511,332,71,hungatella,clostridiaceae
512,3133,71,lactonifactor,clostridiaceae
513,1740,71,oxobacter,clostridiaceae
514,530,71,sarcina,clostridiaceae
515,532,71,hathewaya,clostridiaceae
516,697,71,arthromitus,clostridiaceae
517,73,72,fusobacteriaceae,fusobacterium
518,203,72,fusobacterium nucleatum,fusobacterium
519,3351,72,fusobacterium perfoetens,fusobacterium
520,3281,72,fusobacterium pseudoperiodonticum,fusobacterium
521,3214,72,fusobacterium massiliense,fusobacterium
522,2693,72,unclassified fusobacterium,fusobacterium
523,2602,72,fusobacterium gastrosuis,fusobacterium
524,2184,72,fusobacterium gonidiaformans,fusobacterium
525,2030,72,fusobacterium naviforme,fusobacterium
526,1742,72,fusobacterium hwasookii,fusobacterium
527,1331,72,fusobacterium ulcerans,fusobacterium
528,1221,72,fusobacterium animalis,fusobacterium
529,1181,72,fusobacterium periodonticum,fusobacterium
530,1106,72,fusobacterium canifelinum,fusobacterium
531,1044,72,fusobacterium varium,fusobacterium
532,1038,72,fusobacterium mortiferum,fusobacterium
533,312,72,fusobacterium necrophorum,fusobacterium
534,74,73,fusobacteriales,fusobacteriaceae
535,72,73,fusobacterium,fusobacteriaceae
536,2877,73,psychrilyobacter,fusobacteriaceae
537,917,73,genus cetobacterium,fusobacteriaceae
538,1670,73,propionigenium,fusobacteriaceae
539,75,74,fusobacteriia,fusobacteriales
540,73,74,fusobacteriaceae,fusobacteriales
541,389,74,leptotrichiaceae,fusobacteriales
542,76,75,fusobacteriota,fusobacteriia
543,74,75,fusobacteriales,fusobacteriia
544,7,76,bacteria,fusobacteriota
545,75,76,fusobacteriia,fusobacteriota
546,78,77,prevotellaceae,prevotella
547,325,77,veroralis,prevotella
548,3123,77,prevotella aurantiaca,prevotella
549,2781,77,prevotella corporis,prevotella
550,2460,77,prevotella massiliensis,prevotella
551,2393,77,prevotella pectinovora,prevotella
552,2100,77,prevotella amnii,prevotella
553,2044,77,prevotella scopos,prevotella
554,1800,77,prevotella falsenii,prevotella
555,1486,77,prevotella disiens,prevotella
556,1153,77,mitsuokella dentalis,prevotella
557,1110,77,prevotella pallens,prevotella
558,1068,77,prevotella denticola,prevotella
559,915,77,prevotella bivia,prevotella
560,800,77,prevotella melaninogenica,prevotella
561,365,77,prevotella intermedia,prevotella
562,442,77,prevotella nigrescens,prevotella
563,444,77,prevotella histicola,prevotella
564,68,78,bacteroidales,prevotellaceae
565,77,78,prevotella,prevotellaceae
566,2570,78,marseilla,prevotellaceae
567,2112,78,prevotellamassilia,prevotellaceae
568,880,78,alloprevotella,prevotellaceae
569,902,78,paraprevotella,prevotellaceae
570,81,80,pvc group,verrucomicrobia
571,98,80,verrucomicrobiae,verrucomicrobia
572,3107,80,spartobacteria,verrucomicrobia
573,1147,81,planctomycetes,pvc group
574,680,81,lentisphaerota,pvc group
575,109,81,chlamydiota,pvc group
576,7,81,bacteria,pvc group
577,80,81,verrucomicrobia,pvc group
578,83,82,erysipelotrichaceae,dubosiella
579,2109,82,dubosiella newyorkensis,dubosiella
580,84,83,erysipelotrichales,erysipelotrichaceae
581,82,83,dubosiella,erysipelotrichaceae
582,2994,83,catenisphaera,erysipelotrichaceae
583,2595,83,longicatena,erysipelotrichaceae
584,2569,83,allobaculum,erysipelotrichaceae
585,2361,83,merdibacter,erysipelotrichaceae
586,1970,83,absiella,erysipelotrichaceae
587,1775,83,faecalicoccus,erysipelotrichaceae
588,1749,83,stoquefichus,erysipelotrichaceae
589,1738,83,erysipelothrix,erysipelotrichaceae
590,1349,83,amedibacillus,erysipelotrichaceae
591,1294,83,faecalitalea,erysipelotrichaceae
592,1260,83,unclassified erysipelotrichaceae,erysipelotrichaceae
593,429,83,faecalibaculum,erysipelotrichaceae
594,431,83,holdemanella,erysipelotrichaceae
595,509,83,solobacterium,erysipelotrichaceae
596,572,83,ileibacterium,erysipelotrichaceae
597,760,83,holdemania,erysipelotrichaceae
598,931,83,bulleidia,erysipelotrichaceae
599,85,84,erysipelotrichia,erysipelotrichales
600,83,84,erysipelotrichaceae,erysipelotrichales
601,243,84,turicibacteraceae,erysipelotrichales
602,479,84,coprobacillaceae,erysipelotrichales
603,21,85,bacillota,erysipelotrichia
604,84,85,erysipelotrichales,erysipelotrichia
605,87,86,morganellaceae,proteus
606,432,86,proteus mirabilis,proteus
